Time,BtoB
,8270
,1610
,1570
,2050
,1510
,2960
,3740
,4460
,10660
,2070
,4230
,4950
,4090
,2920
,2350
,5340
,1000
,2300
,3630
,2120
,1600
,7210
,2290
,2430
,5140
,1230
,1290
,5000
,1290
,2950
,1650
,2460
,1350
,7040
,3990
,3270
,2030
,1320
,2330
,2580
,2360
,3730
,4860
,3100
,5710
,2510
,4970
,2960
,4540
,1630
,3070
,2820
,2720
,1450
,2060
,2570
,3200
,4720
,4440
,2770
,3600
,4480
,4220
,3260
,4360
,3980
,5730
,3040
,2340
,4810
,4040
,3770
,3780
,3090
,1650
,2440
,3220
,3140
,2820
,5060
,3470
,3760
,4240
,3330
,3580
,3660
,3370
,3700
,3580
,3350
,3400
,3440
,1240
,2840
,3320
,3220
,3950
,4010
,6610
,4760
,4400
,6970
,4320
,4020
,3600
,3220
,2880
,1010
,2610
,3480
,3310
,3290
,3550
,1930
,1520
,2310
,3760
,4040
,2710
,2880
,5200
,6150
,3390
,4580
,4040
,3760
,4610
,3560
,3960
,3170
,3600
,5000
,4810
,4700
,4110
,3400
,4090
,4240
,3730
,3750
,4280
,3830
,3630
,5550
,3790
,3500
,3960
,3480
,3210
,3500
,3390
,3670
,4040
,3710
,3410
,4170
,3620
,4230
,3800
,3900
,5660
,3760
,3650
,4760
,4200
,3850
,3650
,3300
,3410
,3900
,3950
,3460
,3590
,3600
,3520
,4690
,4150
,2620
,4970
,3970
,3550
,3150
,3560
,4770
,3820
,3070
,3350
,6590
,3850
,4420
,4270
,3790
,2710
,1190
,1570
,3720
,1320
,2730
,4090
,3870
,3110
,4300
,2910
,3840
,2860
,3510
,3520
,5530
,3930
,4860
,6990
,1850
,1270
,3190
,2920
,3380
,3540
,3100
,5440
,1490
,3780
,3880
,1440
,1150
,1600
,1750
,4790
,4390
,3090
,4640
,3450
,2230
,3920
,3080
,2630
,3270
,3160
,2480
,3710
,2390
,3340
,2610
,2860
,3570
,3190
,3170
,3180
,2900
,2600
,3000
,4370
,4170
,2670
,3050
,2940
,2790
,2740
,2930
,3400
,3290
,4050
,5800
,2480
,3210
,3070
,3080
,3350
,2940
,2870
,3330
,3130
,3260
,4090
,3350
,3170
,2930
,3330
,3650
,2990
,3230
,4150
,2820
,3100
,5170
,2940
,2900
,3540
,3050
,3260
,2510
,5200
,2670
,3220
,2940
,4140
,3310
,4140
,3180
,2770
,3430
,2880
,3820
,2790
,3310
,3450
,1980
,3360
,5870
,2660
,2960
,3080
,3370
,3410
,2520
,3050
,2720
,3600
,2410
,2480
,3240
,2980
,3410
,6330
,1200
,2970
,9010
,3920
,6890
,3700
,3090
,3330
,3610
,5350
,3120
,3240
,3120
,3490
,3330
,5230
,6020
,2940
,3110
,3090
,3330
,3360
,3600
,3400
,3110
,3060
,3830
,3000
,2710
,3210
,2960
,3080
,3170
,3020
,3580
,3190
,3550
,2770
,3810
,2730
,3500
,2090
,3530
,5250
,6190
,4150
,3650
,4660
,3450
,3000
,3310
,3400
,3100
,2890
,3280
,2740
,3250
,2660
,3050
,3120
,3040
,3180
,3020
,2870
,2600
,3530
,3000
,3510
,3550
,3540
,2960
,3480
,2760
,3030
,3610
,3040
,4000
,3470
,5110
,3390
,3940
,2580
,4170
,5530
,7240
,5800
,4510
,3340
,3830
,3490
,3530
,2850
,2900
,2900
,3470
,2700
,2290
,2810
,2680
,3270
,2670
,2800
,2810
,3030
,2890
,3320
,1070
,520
,5440
,5140
,2120
,3910
,4540
,3300
,3770
,880
,2730
,3810
,4100
,3530
,3200
,2870
,3340
,3410
,3140
,3100
,3100
,3460
,3390
,3300
,3290
,3240
,3220
,3070
,5070
,5200
,4060
,3400
,4270
,2850
,2930
,4230
,3020
,3470
,3130
,3260
,3490
,3150
,3120
,3110
,2490
,3570
,1410
,1830
,3240
,3030
,2860
,3290
,3210
,2560
,1210
,2700
,2710
,3850
,4750
,3570
,3870
,3020
,3010
,8770
,5400
,3100
,1680
,3340
,3360
,2770
,3080
,3560
,3240
,2740
,2670
,3290
,2820
,2990
,3250
,3050
,3280
,2680
,3010
,2050
,3590
,1040
,1690
,2820
,3560
,3020
,2540
,3350
,3230
,2920
,3430
,2740
,2720
,3850
,2260
,4640
,2600
,3290
,3730
,2350
,4290
,13760
,4530
,2260
,1990
,6100
,5500
,3830
,3650
,4390
,5380
,7190
,4840
,10080
,5220
,2990
,4320
,4230
,5560
,5100
,7260
,4290
,3630
,3670
,5910
,2170
,3490
,2920
,3440
,3000
,3080
,3690
,4520
,4970
,4710
,3080
,3000
,3000
,5210
,820
,1770
,3530
,3580
,3950
,4210
,4010
,3510
,4200
,5300
,2870
,4570
,4380
,6730
,2810
,6350
,3610
,4740
,10000
,3460
,2960
,4250
,3730
,4700
,6760
,7230
,4440
,3230
,3060
,3370
,4020
,720
,1790
,3840
,3090
,2750
,3250
,2710
,2720
,2700
,3100
,2820
,2870
,3590
,3050
,3330
,2800
,3780
,6090
,4010
,2780
,3350
,3190
,3390
,4570
,6540
,5620
,4480
,7900
,4740
,2820
,3840
,1390
,1750
,2830
,4310
,2460
,2400
,3790
,3490
,3080
,4520
,11060
,3610
,3850
,1790
,4430
,2610
,3150
,4020
,3860
,5480
,5840
,4000
,5500
,3840
,4880
,3450
,5960
,3610
,2970
,3540
,3120
,3360
,3480
,3390
,2810
,4490
,3790
,3650
,3310
,3770
,3390
,3060
,3100
,2770
,3220
,3340
,3190
,3070
,3020
,3140
,3290
,3370
,3070
,3220
,3020
,3280
,3100
,3070
,2980
,3370
,3330
,2880
,3010
,4000
,3190
,3080
,2960
,3540
,2880
,5280
,4900
,3790
,3940
,3220
,3010
,3150
,2700
,2500
,3890
,3280
,2620
,2880
,2840
,3900
,2940
,3360
,3170
,3470
,2950
,3260
,2990
,2970
,3660
,3260
,3650
,5810
,6460
,3800
,4330
,4540
,4530
,1210
,4750
,3330
,4560
,1190
,2210
,4040
,3620
,3840
,4810
,3090
,2730
,3150
,3260
,1460
,3690
,3190
,3460
,2960
,4550
,930
,3810
,2600
,3060
,3650
,7210
,4740
,3680
,2900
,4570
,4430
,3700
,3320
,1230
,2570
,3090
,3110
,3420
,3220
,3080
,3130
,2820
,3320
,3120
,3240
,3300
,2820
,3460
,3550
,3670
,3180
,3500
,2940
,3160
,3240
,3200
,3320
,3500
,3170
,3370
,3470
,3490
,3120
,3030
,3090
,3810
,5540
,2450
,3870
,3650
,3760
,12750
,4210
,4190
,2810
,4130
,3290
,4040
,1130
,3120
,2800
,3040
,2240
,5100
,2920
,2690
,4710
,3570
,2530
,550
,3110
,3190
,3260
,3490
,2820
,2650
,2920
,3060
,2880
,3120
,6810
,3060
,3970
,4350
,1510
,4420
,8650
,2890
,3180
,3810
,4630
,4920
,2660
,1740
,8260
,5700
,2760
,3370
,2210
,1860
,3250
,2560
,1480
,2300
,3630
,3410
,3590
,2650
,3290
,3460
,3320
,3240
,2760
,2870
,2920
,2990
,3450
,2740
,3580
,6290
,6850
,4850
,4720
,5100
,3670
,4130
,3570
,3180
,3500
,3090
,3500
,2180
,2700
,4630
,3600
,3390
,6110
,3410
,3530
,2290
,3270
,4480
,4270
,2950
,3410
,3950
,4390
,4230
,3740
,4220
,2870
,3950
,2970
,3860
,3210
,3520
,3740
,3840
,3620
,3990
,3720
,5510
,5550
,4490
,1170
,2260
,4070
,2930
,3860
,3330
,6360
,3150
,3140
,4880
,3940
,3160
,3250
,3160
,3400
,3290
,2900
,3830
,2900
,3860
,3430
,560
,2680
,4180
,2650
,3110
,3730
,2910
,3280
,3080
,4220
,2280
,3340
,3700
,3180
,3120
,1470
,2330
,4230
,5020
,7180
,6610
,4410
,4080
,3950
,3370
,4020
,3420
,3290
,2590
,3270
,3130
,890
,2590
,3060
,3880
,3430
,3050
,1170
,2640
,3060
,3450
,4070
,3890
,3520
,2710
,3440
,6300
,4920
,10110
,3610
,3430
,3520
,3870
,4300
,3680
,3480
,3080
,3470
,3330
,3490
,2510
,3430
,2670
,4350
,3180
,3370
,2790
,3260
,3060
,3210
,3010
,3650
,3310
,3020
,1060
,2200
,4900
,2450
,2600
,1050
,3120
,3680
,3580
,3240
,3240
,3390
,3440
,2980
,3220
,3660
,4060
,3640
,3430
,3540
,3510
,3410
,2560
,3460
,3080
,3370
,3490
,2940
,3040
,3640
,3170
,3060
,2850
,2880
,660
,3660
,2890
,3330
,3600
,3050
,3830
,2550
,3310
,3410
,3380
,3790
,3180
,3050
,3290
,3300
,2940
,490
,3050
,3090
,2800
,4080
,3690
,3130
,3190
,3620
,4950
,3380
,3750
,3400
,3220
,2650
,3890
,3530
,3470
,2920
,2810
,1400
,3520
,4360
,3460
,3300
,2730
,4510
,3660
,3920
,3690
,3340
,2870
,4270
,1290
,1700
,3590
,3660
,4980
,7470
,3590
,3820
,3870
,2710
,6320
,4690
,4530
,3020
,660
,3100
,4480
,2660
,3110
,3360
,1380
,1380
,1180
,3690
,3530
,3090
,3460
,3350
,3230
,3360
,1510
,1770
,3670
,3120
,3220
,3170
,2720
,3160
,3930
,4350
,3890
,4030
,3120
,3570
,3250
,3520
,4080
,2410
,3250
,3560
,3250
,2780
,390
,2870
,4110
,2750
,3080
,3150
,3860
,2860
,3340
,2810
,3230
,3300
,2990
,3230
,2950
,3210
,3000
,2480
,3460
,2780
,2720
,2810
,5430
,10190
,3570
,3530
,3460
,2060
,3180
,3200
,1280
,2840
,2500
,3500
,3360
,1350
,2000
,3080
,2840
,2910
,3090
,4180
,3020
,3090
,3450
,3440
,2860
,3240
,3310
,5830
,6720
,5070
,7140
,2440
,4040
,4650
,3280
,5470
,4390
,3000
,4210
,3710
,3060
,3740
,3350
,3550
,3780
,3510
,2980
,2790
,1210
,2880
,4420
,4260
,3880
,890
,3240
,3590
,3960
,4350
,5920
,5030
,3180
,4390
,2760
,2030
,4340
,3370
,3800
,3250
,2870
,3090
,3480
,3070
,3130
,3240
,3300
,3290
,3460
,5230
,3340
,3140
,3360
,2700
,2820
,3010
,3770
,3930
,3020
,4120
,3800
,3440
,3280
,3570
,4060
,3450
,4540
,2100
,1680
,3940
,3060
,3150
,2730
,3710
,2930
,3030
,4500
,3540
,4350
,3590
,3440
,3240
,3120
,3840
,2730
,4100
,3600
,3670
,4470
,3210
,3660
,1710
,2070
,2980
,2880
,1110
,3380
,3600
,3300
,3360
,3440
,3320
,3290
,3550
,5070
,7160
,5720
,4330
,5140
,4400
,3990
,3140
,2990
,2500
,1750
,2680
,3410
,4610
,3100
,3600
,1240
,2970
,3730
,4590
,4380
,7780
,4460
,3930
,2580
,1780
,2840
,4220
,2550
,3120
,3430
,5000
,4350
,3840
,3410
,3660
,3360
,4360
,3760
,610
,1790
,6920
,3840
,2610
,2120
,4180
,3260
,3860
,3370
,3660
,3120
,3610
,3910
,3100
,3590
,3430
,4280
,2410
,3330
,2920
,3400
,3760
,3260
,3100
,3610
,3290
,3760
,3220
,3510
,2730
,5780
,4270
,3900
,1580
,5700
,3970
,3320
,3690
,3680
,4330
,3760
,4050
,5460
,3860
,2430
,3170
,5700
,6440
,4740
,5210
,3810
,4390
,6670
,2790
,1660
,2870
,3510
,3600
,3070
,4060
,3510
,3200
,3630
,4040
,3350
,4190
,3470
,3900
,2870
,3240
,4850
,6110
,3770
,3350
,1060
,1230
,3460
,4230
,5310
,4520
,4390
,3740
,3700
,2950
,3030
,1890
,5770
,2690
,2030
,2110
,3420
,3920
,4160
,3340
,4310
,3560
,2380
,1560
,2610
,5400
,3330
,3180
,3730
,3410
,4730
,3320
,4330
,3380
,3380
,3260
,3210
,3240
,3260
,4510
,3630
,1540
,2540
,4740
,3030
,4230
,3960
,5500
,3530
,2270
,2540
,4040
,4660
,1970
,2600
,3400
,4680
,3640
,3240
,4260
,1580
,1820
,3250
,2980
,2560
,3950
,2890
,2090
,4360
,3700
,7030
,4460
,4220
,1160
,7770
,4140
,6490
,4330
,13080
,4840
,6700
,1210
,1900
,4120
,5940
,4710
,5790
,7260
,10440
,4180
,13900
,2120
,3410
,5210
,6600
,5880
,8590
,4400
,3770
,4040
,7920
,1250
,4400
,3150
,4310
,3130
,1320
,4790
,5600
,1290
,870
,1720
,4130
,4240
,3530
,2940
,3790
,3350
,3370
,1110
,2530
,2940
,3870
,4840
,8780
,4560
,3740
,2070
,1120
,1240
,1700
,2670
,2790
,3990
,4200
,4820
,1270
,4360
,940
,2850
,1990
,1500
,2310
,4330
,2890
,6110
,4890
,1560
,3480
,28800
,5800
,1210
